id,gender,seniorcitizen,partner,dependents,tenure,phoneservice,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_group,monthlycharges_group,total_services,customerid,multiplelines
499,Female,1,No,No,5,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45,131.05,1,0-12,Low,0,,No phone service
500,Female,0,No,No,12,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,1,0-12,High,0,,Yes
501,Female,0,Yes,No,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.85,29.85,0,0-12,Low,0,,No phone service
502,Male,0,No,No,34,Yes,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,56.95,1889.5,0,24-48,Medium,0,,No
503,Male,0,No,No,2,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,53.85,108.15,1,0-12,Medium,0,,No
504,Male,0,No,No,45,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),42.3,1840.75,0,24-48,Medium,0,,No phone service
505,Female,0,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.7,151.65,1,0-12,High,0,,No
506,Female,0,No,No,8,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.65,820.5,1,0-12,High,0,,Yes
507,Male,0,No,Yes,22,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.1,1949.4,0,12-24,High,0,,Yes
508,Female,0,No,No,10,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,29.75,301.9,0,0-12,Low,0,,No phone service
509,Female,0,Yes,No,28,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.8,3046.05,1,24-48,High,0,,Yes
510,Male,0,No,Yes,62,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),56.15,3487.95,0,48-72,Medium,0,,No
511,Male,0,Yes,Yes,13,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.95,587.45,0,12-24,Medium,0,,No
512,Male,0,No,No,16,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.95,326.8,0,12-24,Low,0,,No
513,Male,0,Yes,No,58,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.35,5681.1,0,48-72,High,0,,Yes
514,Male,0,No,No,49,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.7,5036.3,1,48-72,High,0,,Yes
515,Male,0,No,No,25,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,2686.05,0,24-48,High,0,,No
516,Female,0,Yes,Yes,69,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.25,7895.15,0,48-72,High,0,,Yes
517,Female,0,No,No,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,1022.95,0,48-72,Low,0,,No
518,Male,0,No,Yes,71,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),106.7,7382.25,0,48-72,High,0,,Yes
519,Female,0,Yes,Yes,10,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,528.35,1,0-12,Medium,0,,No
520,Female,0,No,No,21,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,1862.9,0,12-24,High,0,,No
521,Male,1,No,No,1,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,39.65,39.65,1,0-12,Medium,0,,No phone service
522,Male,0,Yes,No,12,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,202.25,0,0-12,Low,0,,No
523,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,20.15,1,0-12,Low,0,,No
524,Female,0,Yes,No,58,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),59.9,3505.1,0,48-72,Medium,0,,Yes
525,Male,0,Yes,Yes,49,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.6,2970.3,0,48-72,Medium,0,,No
526,Female,0,No,No,30,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1530.6,0,24-48,Medium,0,,No
527,Male,0,Yes,Yes,47,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,4749.15,1,24-48,High,0,,Yes
528,Male,0,Yes,Yes,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.2,30.2,1,0-12,Low,0,,No phone service
529,Male,0,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.25,6369.45,0,48-72,High,0,,Yes
530,Female,0,No,Yes,17,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,64.7,1093.1,1,12-24,Medium,0,,No
531,Female,1,Yes,No,71,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),96.35,6766.95,0,48-72,High,0,,Yes
532,Male,1,Yes,No,2,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,0,0-12,High,0,,No
533,Female,0,Yes,Yes,27,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,66.15,1874.45,0,24-48,Medium,0,,No
534,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,20.2,0,0-12,Low,0,,No
535,Male,1,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,0,0-12,Medium,0,,No
536,Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,0,48-72,High,0,,Yes
537,Male,0,No,No,5,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,1,0-12,Medium,0,,No
538,Female,0,No,No,46,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,0,24-48,High,0,,No
539,Male,0,No,No,34,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,1,24-48,High,0,,Yes
540,Female,0,No,No,11,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,1,0-12,High,0,,Yes
541,Male,0,Yes,Yes,10,Yes,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,0,0-12,Medium,0,,No
542,Female,0,Yes,Yes,70,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,0,48-72,Medium,0,,Yes
543,Female,0,Yes,Yes,17,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,418.25,0,12-24,Low,0,,No
544,Female,0,No,No,63,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,0,48-72,High,0,,Yes
545,Female,0,Yes,No,13,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,0,12-24,High,0,,Yes
546,Female,0,No,No,49,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,0,48-72,High,0,,Yes
547,Male,0,No,No,2,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,0,0-12,Medium,0,,No
548,Female,0,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,1,0-12,High,0,,No
549,Male,0,No,No,52,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,0,48-72,High,0,,Yes
550,Female,0,Yes,Yes,69,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,0,48-72,Medium,0,,Yes
551,Female,1,No,No,43,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,0,24-48,High,0,,Yes
552,Female,0,No,No,15,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,1,12-24,High,0,,No
553,Female,1,Yes,No,25,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,0,24-48,Medium,0,,Yes
554,Female,1,Yes,No,8,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,1,0-12,High,0,,Yes
555,Female,1,Yes,Yes,60,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,0,48-72,High,0,,No
556,Male,1,No,No,18,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,1752.55,1,12-24,High,0,,Yes
557,Female,0,Yes,Yes,63,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,0,48-72,High,0,,Yes
558,Male,1,Yes,Yes,66,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,0,48-72,High,0,,Yes
559,Female,0,Yes,Yes,34,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.95,894.3,0,24-48,Low,0,,Yes
560,Female,0,No,No,72,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,0,48-72,High,0,,Yes
561,Female,0,Yes,No,47,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,0,24-48,High,0,,Yes
562,Male,0,No,No,60,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7,0,48-72,High,0,,Yes
563,Male,0,Yes,No,72,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962.0,0,48-72,Medium,0,,No phone service
564,Female,0,Yes,Yes,18,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,0,12-24,Medium,0,,No
565,Female,0,No,No,9,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,1,0-12,High,0,,Yes
566,Female,0,No,No,3,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,0,0-12,High,0,,No
567,Male,0,Yes,No,47,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,3650.35,0,24-48,High,0,,Yes
568,Female,0,No,No,31,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,0,24-48,High,0,,No
569,Female,0,Yes,Yes,50,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,930.9,0,48-72,Low,0,,No
570,Male,0,No,No,10,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,0,0-12,High,0,,No
571,Male,0,No,No,1,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,0,0-12,Medium,0,,No
572,Female,0,Yes,Yes,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,1090.65,0,48-72,Low,0,,No
573,Male,1,Yes,Yes,64,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099.0,0,48-72,High,0,,Yes
574,Male,0,Yes,Yes,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,0,48-72,Low,0,,Yes
575,Female,0,No,Yes,3,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,0,0-12,Medium,0,,No
576,Female,1,No,No,56,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,0,48-72,High,0,,Yes
577,Female,0,No,No,46,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,0,24-48,Medium,0,,No
578,Female,0,Yes,Yes,8,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,0,0-12,Medium,0,,No
579,Male,1,No,No,30,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,0,24-48,High,0,,No
580,Female,0,Yes,Yes,45,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,0,24-48,Low,0,,Yes
581,Female,0,No,Yes,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,1,0-12,High,0,,No
582,Female,0,Yes,Yes,11,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,0,0-12,Medium,0,,No phone service
583,Female,0,Yes,No,7,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,1,0-12,High,0,,No
584,Female,0,No,No,42,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,0,24-48,High,0,,No
585,Female,0,Yes,No,49,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,0,48-72,Low,0,,No
586,Male,0,No,No,9,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,0,0-12,High,0,,Yes
587,Female,0,Yes,No,35,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,0,24-48,Medium,0,,No
588,Female,0,Yes,Yes,48,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,0,24-48,Low,0,,No
589,Female,0,Yes,Yes,46,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,0,24-48,Low,0,,No
590,Male,0,Yes,No,29,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,0,24-48,Low,0,,No phone service
591,Male,0,Yes,Yes,30,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,0,24-48,High,0,,No
592,Male,1,No,No,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,0,0-12,High,0,,No
593,Male,0,Yes,Yes,66,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,0,48-72,High,0,,Yes
594,Female,0,No,No,65,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,7107.0,0,48-72,High,0,,Yes
595,Male,0,No,No,72,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,0,48-72,High,0,,Yes
596,Female,0,No,No,12,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,1,0-12,High,0,,Yes
597,Male,0,Yes,Yes,71,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,0,48-72,Medium,0,,Yes
598,Male,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,1,0-12,Low,0,,No
599,Male,0,No,No,52,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1107.2,0,48-72,Low,0,,No
600,Female,1,Yes,No,25,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,1,24-48,High,0,,No
601,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,0,0-12,Low,0,,No
602,Female,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,0,0-12,Low,0,,No
603,Male,0,No,No,38,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,0,24-48,High,0,,Yes
604,Female,1,Yes,No,66,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,0,48-72,Medium,0,,No phone service
605,Male,0,Yes,No,68,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,1,48-72,High,0,,Yes
606,Male,0,No,No,5,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,0,0-12,Low,0,,No phone service
607,Female,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,0,48-72,High,0,,Yes
608,Female,0,No,No,32,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,0,24-48,Low,0,,No phone service
609,Male,0,No,No,43,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,0,24-48,High,0,,Yes
610,Male,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,0,48-72,Low,0,,No
611,Male,0,Yes,No,55,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,1,48-72,High,0,,Yes
612,Female,0,No,No,52,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,0,48-72,Medium,0,,No
613,Female,0,No,No,43,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,0,24-48,High,0,,No
614,Female,1,Yes,No,37,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,1,24-48,High,0,,Yes
615,Female,0,Yes,Yes,64,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,0,48-72,Medium,0,,No phone service
616,Male,0,Yes,Yes,3,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.85,248.4,0,0-12,High,0,,No
617,Female,0,No,No,36,No,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),31.05,1126.35,0,24-48,Low,0,,No phone service
618,Female,0,Yes,Yes,10,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,1064.65,1,0-12,High,0,,Yes
619,Female,0,No,No,41,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.65,835.15,0,24-48,Low,0,,No
620,Male,0,Yes,Yes,27,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.2,2151.6,0,24-48,High,0,,Yes
621,Female,0,Yes,Yes,56,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),99.8,5515.45,0,48-72,High,0,,Yes
622,Female,0,No,No,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7,112.75,0,0-12,Low,0,,No
623,Male,0,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,229.55,1,0-12,High,0,,Yes
624,Female,0,Yes,Yes,7,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,350.35,0,0-12,Medium,0,,No
625,Female,0,Yes,Yes,4,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,62.9,0,0-12,Low,0,,No
626,Male,0,No,No,33,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,3027.65,0,24-48,High,0,,No
627,Female,1,No,No,27,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,2135.5,1,24-48,High,0,,Yes
628,Male,0,Yes,No,72,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,0,48-72,Low,0,,Yes
629,Male,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,0,0-12,Low,0,,No
630,Male,1,No,No,71,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,3985.35,0,48-72,Medium,0,,No phone service
631,Female,0,No,No,13,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,1215.65,0,12-24,High,0,,Yes
632,Female,0,Yes,Yes,25,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,1502.65,1,24-48,Medium,0,,No phone service
633,Male,0,No,No,67,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,0,48-72,Medium,0,,No
634,Male,0,No,No,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,35.45,1,0-12,Medium,0,,No phone service
635,Male,0,No,No,2,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,81.25,1,0-12,Medium,0,,No
636,Female,0,No,No,43,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1188.2,0,24-48,Low,0,,Yes
637,Female,0,No,No,23,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,0,12-24,High,0,,No
638,Female,0,Yes,Yes,64,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,1277.75,0,48-72,Low,0,,No
639,Male,0,No,Yes,57,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,1170.55,0,48-72,Low,0,,No
640,Female,1,Yes,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,70.45,1,0-12,High,0,,No
641,Female,1,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,6425.65,0,48-72,High,0,,Yes
642,Female,0,No,No,8,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,563.65,1,0-12,High,0,,Yes
643,Female,0,Yes,No,61,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,0,48-72,High,0,,Yes
644,Male,0,No,No,64,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,5289.05,0,48-72,High,0,,Yes
645,Male,1,Yes,No,71,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,1756.2,0,48-72,Low,0,,Yes
646,Female,0,Yes,Yes,65,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,6416.7,0,48-72,High,0,,Yes
647,Male,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,61.35,0,0-12,Low,0,,No
648,Male,0,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,1,0-12,Medium,0,,No
649,Male,0,No,Yes,30,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,1929.95,0,24-48,Medium,0,,No
650,Male,0,Yes,Yes,15,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,1071.4,0,12-24,Medium,0,,No
651,Female,0,Yes,Yes,8,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,564.35,0,0-12,Medium,0,,No
652,Male,0,No,No,7,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,655.5,1,0-12,High,0,,Yes
653,Female,0,Yes,Yes,70,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,7930.55,0,48-72,High,0,,Yes
654,Male,0,Yes,Yes,62,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,5215.25,0,48-72,High,0,,No
655,Female,0,Yes,Yes,6,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,113.5,0,0-12,Low,0,,No
656,Female,0,Yes,Yes,14,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,1152.8,0,12-24,High,0,,No
657,Female,0,No,No,22,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,0,12-24,High,0,,Yes
658,Male,0,Yes,Yes,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,419.9,0,12-24,Low,0,,No
659,Male,0,Yes,Yes,16,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,1024.0,0,12-24,Medium,0,,No
660,Male,0,No,No,10,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,251.6,0,0-12,Low,0,,Yes
661,Female,0,No,Yes,13,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,764.55,0,12-24,Medium,0,,No
662,Female,0,Yes,No,20,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,1592.35,1,12-24,High,0,,Yes
663,Female,0,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,135.2,0,0-12,Medium,0,,No
664,Male,0,No,No,53,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,3958.25,0,48-72,High,0,,Yes
